z_min z_max z_mean MJ lf lf_sigma label
2.50 3.00 2.749231e+00   -2.350000e+01   1.155617e-05   8.246966e-06   -1
3.00 4.00 3.492868e+00   -3.250000e+01   0.000000e+00   1.032296e-07   0
3.00 4.00 3.492868e+00   -3.150000e+01   0.000000e+00   1.032296e-07   0
3.00 4.00 3.492868e+00   -3.050000e+01   0.000000e+00   1.032296e-07   0
3.00 4.00 3.492868e+00   -2.950000e+01   0.000000e+00   1.032296e-07   0
3.00 4.00 3.492868e+00   -2.850000e+01   2.335124e-07   9.557811e-08   1
3.00 4.00 3.492868e+00   -2.750000e+01   6.021893e-07   1.637411e-07   1
3.00 4.00 3.492868e+00   -2.650000e+01   1.035600e-06   2.758274e-07   1
3.00 4.00 3.492868e+00   -2.550000e+01   1.001826e-06   2.550248e-07   1
3.00 4.00 3.492868e+00   -2.450000e+01   2.710793e-06   1.397426e-06   -1
4.00 5.00 4.491015e+00   -3.250000e+01   0.000000e+00   1.139275e-07   0
4.00 5.00 4.491015e+00   -3.150000e+01   0.000000e+00   1.139275e-07   0
4.00 5.00 4.491015e+00   -3.050000e+01   0.000000e+00   1.139275e-07   0
4.00 5.00 4.491015e+00   -2.950000e+01   0.000000e+00   1.139275e-07   0
4.00 5.00 4.491015e+00   -2.850000e+01   8.619910e-08   6.138116e-08   1
4.00 5.00 4.491015e+00   -2.750000e+01   3.979615e-07   1.745003e-07   1
4.00 5.00 4.491015e+00   -2.650000e+01   6.487004e-07   6.487004e-07   0
5.00 5.85 5.418763e+00   -3.250000e+01   0.000000e+00   1.482798e-07   0
5.00 5.85 5.418763e+00   -3.150000e+01   0.000000e+00   1.482798e-07   0
5.00 5.85 5.418763e+00   -3.050000e+01   0.000000e+00   1.482798e-07   0
5.00 5.85 5.418763e+00   -2.950000e+01   0.000000e+00   1.482798e-07   0
5.00 5.85 5.418763e+00   -2.850000e+01   8.423954e-08   8.423954e-08   0
5.00 5.85 5.418763e+00   -2.750000e+01   1.417977e-07   1.002806e-07   1
